Row number,Year,Stlkey,Vessel code,Station,Setno,Gear,IPHC Reg Area,IPHC Stat Area,IPHC Charter Region,Purpose Code,Date,Eff,Ineffcde,BeginLat,BeginLon,BeginDepth (fm),EndLat,EndLon,EndDepth (fm),MidLat fished,MidLon fished,AvgDepth (fm),Lat - Grid target,Lon - Grid target,O32 Pacific halibut count,U32 Pacific halibut count,O32 Pacific halibut weight,U32 Pacific halibut weight,No. skates set,No. skates hauled,Avg no. hook/skate,Effective skates hauled,Soak time (min.),Profiler Lat,Profiler Lon,Profiler Bottom Depth (m),Temp C,Max Pressure (db),pH,Salinity PSU,Sigma-t,Oxygen_ml,Oxygen_umol,Oxygen_sat
"1,054",2021,20210807,SEY,4060,8,Fixed Hook,3A,200,Yakutat,Standard Grid,1-Jul-21,Y,,59.1663,-140.7003,88,59.1665,-140.6258,89,59.1663,-140.663,86,59.167,-140.65,21,110,594,791,8,8,98,7.87,619,,,,,,,,,,,
"1,055",2021,20210808,SEY,4059,9,Fixed Hook,3A,200,Yakutat,Standard Grid,1-Jul-21,Y,,59.1668,-140.3688,76,59.1663,-140.29,73,59.1665,-140.3293,74,59.167,-140.333,2,17,46,108,8,8,99,7.95,791,59.1648,-140.29269,130,5.608,123,7.818,32.703,,5.1404,,
"1,056",2021,20210809,SEY,4074,10,Fixed Hook,3A,200,Yakutat,Standard Grid,2-Jul-21,Y,,59.4825,-140.6502,160,59.5237,-140.6497,154,59.503,-140.6498,157,59.5,-140.65,8,1,135,8,8,8,98,7.87,487,59.4835,-140.6447,285,5.1754,277,7.547,33.874,,1.6578,,
"1,057",2021,20210810,SEY,4512,11,Fixed Hook,3A,200,Yakutat,Standard Grid,2-Jul-21,Y,,59.6662,-140.6132,26,59.6675,-140.6883,31,59.6668,-140.6508,28,59.667,-140.65,0,1,0,8,8,8,99,7.95,593,59.6627,-140.6122,49,6.6926,48,8.016,32.007,,6.0234,,
"1,058",2021,20210811,SEY,4080,12,Fixed Hook,3A,210,Yakutat,Standard Grid,2-Jul-21,Y,,59.6668,-140.9402,31,59.6677,-141.0152,31,59.6673,-140.9777,31,59.667,-140.983,10,15,199,119,8,8,99,7.95,720,,,,,,,,,,,
"1,059",2021,20210812,SEY,4067,13,Fixed Hook,3A,200,Yakutat,Standard Grid,3-Jul-21,Y,,59.3342,-140.6872,83,59.3338,-140.6122,79,59.334,-140.6497,81,59.333,-140.65,11,43,274,311,8,8,99,7.95,485,59.3388,-140.68719,150,5.8423,143,7.76,32.961,,4.1898,,
"1,060",2021,20210813,SEY,4066,14,Fixed Hook,3A,200,Yakutat,Standard Grid,3-Jul-21,Y,,59.3337,-140.3685,73,59.3335,-140.2927,75,59.3337,-140.3307,74,59.333,-140.333,28,44,795,268,8,8,99,7.95,634,59.3333,-140.291,135,5.5623,128,,32.767,,5.056,,
"1,061",2021,20210814,SEY,4073,15,Fixed Hook,3A,200,Yakutat,Standard Grid,3-Jul-21,Y,,59.5002,-140.2815,126,59.4997,-140.3548,133,59.4998,-140.3182,129,59.5,-140.317,9,0,165,0,8,8,97,7.79,781,59.5025,-140.2747,227,6.0444,213,7.602,33.686,,2.3337,,
"1,062",2021,20210815,SEY,4079,16,Fixed Hook,3A,200,Yakutat,Standard Grid,4-Jul-21,Y,,59.6668,-139.9505,76,59.6672,-140.0305,72,59.667,-139.9905,78,59.667,-139.983,62,20,"1,704",180,8,8,98,7.87,506,59.6668,-139.953,144,6.108,140,7.937,31.803,,6.0579,,
"1,063",2021,20210816,SEY,4072,17,Fixed Hook,3A,200,Yakutat,Standard Grid,4-Jul-21,Y,,59.4998,-139.9655,54,59.5002,-140.0437,77,59.5,-140.0047,65,59.5,-140,4,11,54,64,8,8,100,8.03,623,59.4985,-139.96201,97,5.8668,89,7.855,32.382,,5.4705,,
"1,064",2021,20210817,SEY,4051,18,Fixed Hook,3A,200,Yakutat,Standard Grid,7-Jul-21,Y,,58.853,-140.3347,103,58.8152,-140.3332,105,58.8342,-140.3338,104,58.833,-140.333,51,38,"1,519",294,8,8,99,7.95,478,58.857,-140.3362,188,5.5736,176,7.577,33.789,,1.9949,,
"1,065",2021,20210818,SEY,4504,19,Fixed Hook,3A,200,Yakutat,Standard Grid,7-Jul-21,Y,,58.6672,-140.2997,128,58.6665,-140.3767,160,58.6668,-140.3382,137,58.667,-140.333,120,24,"2,194",202,8,8,99,7.95,646,58.6707,-140.3008,221,5.7449,210,7.602,33.869,,2.1544,,
"1,066",2021,20210819,SEY,4503,20,Fixed Hook,3A,200,Yakutat,Standard Grid,7-Jul-21,Y,,58.6818,-140.6277,134,58.6873,-140.7025,227,58.6845,-140.665,178,58.667,-140.667,104,5,"2,265",41,8,8,97,7.79,851,58.6872,-140.6237,245,5.54,232,7.579,33.888,,2.0019,,
"1,067",2021,20210820,SEY,4052,21,Fixed Hook,3A,200,Yakutat,Standard Grid,8-Jul-21,Y,,58.8332,-140.6318,108,58.8335,-140.7122,109,58.8333,-140.672,109,58.833,-140.667,57,57,"1,442",404,8,8,99,7.95,476,58.8377,-140.711,198,5.4985,189,7.585,33.824,,2.1779,,
"1,068",2021,20210821,SEY,4505,22,Fixed Hook,3A,200,Yakutat,Standard Grid,8-Jul-21,Y,,58.8158,-140.9513,219,58.8557,-140.9517,138,58.8358,-140.9515,181,58.834,-140.983,34,3,693,26,8,8,98,7.87,652,58.8583,-140.95621,274,5.2013,260,7.547,33.893,,1.7355,,
"1,069",2021,20210822,SEY,4056,23,Fixed Hook,3A,200,Yakutat,Standard Grid,8-Jul-21,Y,,58.9998,-140.9462,107,58.9998,-141.024,111,58.9998,-140.9852,108,59,-140.983,69,75,"1,554",486,8,8,98,7.87,813,59.002,-141.0258,196,5.494,191,7.571,33.831,,2.0297,,
"1,070",2021,20210823,SEY,4061,24,Fixed Hook,3A,200,Yakutat,Standard Grid,9-Jul-21,Y,,59.1678,-140.9517,100,59.1665,-141.026,106,59.1672,-140.9888,104,59.167,-140.983,57,50,"1,461",343,8,8,98,7.87,509,59.1702,-140.9467,181,5.7611,172,7.572,33.702,,2.004,,
"1,071",2021,20210824,SEY,4062,25,Fixed Hook,3A,200,Yakutat,Standard Grid,9-Jul-21,Y,,59.1665,-141.3305,193,59.1678,-141.2557,185,59.1672,-141.2932,190,59.167,-141.3,12,2,256,15,8,8,98,7.87,648,59.1722,-141.2612,346,4.6033,331,7.497,33.947,,1.1986,,
"1,072",2021,20210825,SEY,4506,26,Fixed Hook,3A,200,Yakutat,Standard Grid,9-Jul-21,N,DS,59.016,-141.3327,278,59.0163,-141.2617,250,59.0162,-141.2972,250,59,-141.3,5,0,95,0,8,8,98,7.87,787,,,,,,,,,,,
"1,073",2021,20210826,SEY,4068,27,Fixed Hook,3A,200,Yakutat,Standard Grid,10-Jul-21,Y,,59.3152,-140.9835,90,59.355,-140.986,91,59.3352,-140.9848,90,59.333,-140.983,33,46,551,325,8,8,99,7.95,451,59.3563,-140.98801,166,5.9862,154,7.683,33.152,,3.5979,,
"1,074",2021,20210827,SEY,4075,28,Fixed Hook,3A,200,Yakutat,Standard Grid,10-Jul-21,Y,,59.4788,-140.9833,170,59.5188,-140.9832,153,59.4988,-140.9832,165,59.5,-140.983,36,1,653,10,8,8,98,7.87,636,59.5188,-140.9888,280,5.4563,267,7.554,33.856,,1.8401,,
"1,075",2021,20210828,SEY,4076,29,Fixed Hook,3A,210,Yakutat,Standard Grid,10-Jul-21,Y,,59.5002,-141.2777,96,59.4992,-141.3565,90,59.4997,-141.317,92,59.5,-141.317,3,1,44,9,8,8,99,7.95,789,59.4988,-141.35831,170,6.0416,157,7.668,33.355,,3.3429,,
"1,076",2021,20210829,SEY,4069,30,Fixed Hook,3A,210,Yakutat,Standard Grid,15-Jul-21,Y,,59.3335,-141.263,183,59.3328,-141.3433,189,59.3332,-141.3032,188,59.333,-141.3,16,1,335,6,8,8,99,7.95,487,59.3378,-141.261,335,4.6109,317,7.498,33.947,,1.2017,,
"1,077",2021,20210830,SEY,4070,31,Fixed Hook,3A,210,Yakutat,Standard Grid,15-Jul-21,Y,,59.3328,-141.5898,108,59.3328,-141.6707,108,59.3328,-141.6302,108,59.333,-141.633,113,50,"2,538",341,8,8,99,7.95,659,59.334,-141.58949,198,5.9976,186,7.601,33.72,,2.3165,,
"1,078",2021,20210831,SEY,4063,32,Fixed Hook,3A,210,Yakutat,Standard Grid,15-Jul-21,N,DS,59.1662,-141.5967,143,59.1677,-141.675,146,59.167,-141.6358,127,59.167,-141.633,129,10,"2,423",67,8,8,100,8.03,822,59.166,-141.593,285,5.0221,272,7.531,33.881,,1.6612,,
"1,079",2021,20210832,SEY,4077,33,Fixed Hook,3A,210,Yakutat,Standard Grid,16-Jul-21,Y,,59.4822,-141.635,95,59.5197,-141.6332,89,59.501,-141.6342,92,59.5,-141.633,6,4,135,30,8,8,99,7.95,456,59.4793,-141.64101,174,6.0769,164,7.64,33.414,,2.9799,,
"1,080",2021,20210833,SEY,4082,34,Fixed Hook,3A,210,Yakutat,Standard Grid,16-Jul-21,Y,,59.6495,-141.6327,58,59.6887,-141.6367,50,59.669,-141.6347,53,59.667,-141.633,11,0,323,0,8,8,98,7.87,591,59.6487,-141.62849,104,5.8766,97,7.845,32.416,,5.5128,,
"1,081",2021,20210834,SEY,4081,35,Fixed Hook,3A,210,Yakutat,Standard Grid,16-Jul-21,Y,,59.6853,-141.3163,33,59.647,-141.3177,43,59.6662,-141.317,38,59.667,-141.317,9,8,171,64,8,8,99,7.95,702,59.6455,-141.3195,79,5.9612,74,7.842,32.31,,5.6579,,
"1,082",2021,20210835,SEY,4092,36,Fixed Hook,3A,210,Yakutat,Standard Grid,17-Jul-21,Y,,59.8528,-141.986,37,59.8147,-141.9813,45,59.8338,-141.9837,40,59.833,-141.983,4,7,59,42,8,8,99,7.95,466,59.8522,-141.9823,66,6.3541,58,7.892,32.136,,5.5291,,
"1,083",2021,20210836,SEY,4083,37,Fixed Hook,3A,210,Yakutat,Standard Grid,17-Jul-21,Y,,59.666,-141.923,80,59.6667,-141.9997,88,59.6663,-141.9613,83,59.667,-141.967,12,3,284,31,8,8,100,8.03,588,59.6652,-141.9212,143,5.8072,137,7.752,32.908,,4.4957,,
"1,084",2021,20210837,SEY,4084,38,Fixed Hook,3A,210,Yakutat,Standard Grid,17-Jul-21,Y,,59.6662,-142.261,119,59.6668,-142.3388,125,59.6665,-142.2998,123,59.667,-142.3,30,7,574,56,8,8,99,7.95,726,59.6635,-142.2608,216,5.8156,209,7.61,33.68,,2.4908,,
"1,085",2021,20210838,SEY,4093,39,Fixed Hook,3A,210,Yakutat,Standard Grid,18-Jul-21,Y,,59.815,-142.2998,68,59.8567,-142.3047,44,59.8358,-142.3023,49,59.833,-142.3,140,23,"3,262",173,8,8,99,7.95,491,59.8138,-142.30251,130,5.821,123,7.83,32.473,,5.4955,,
"1,086",2021,20210839,SEY,4520,40,Fixed Hook,3A,210,Yakutat,Standard Grid,18-Jul-21,Y,,59.9968,-142.2628,29,59.9988,-142.3398,32,59.9978,-142.3013,30,60,-142.3,8,47,145,253,8,8,98,7.87,619,59.9985,-142.2585,53,8.1208,45,8.029,31.924,,6.2486,,
"1,087",2021,20210840,SEY,4100,41,Fixed Hook,3A,210,Yakutat,Standard Grid,18-Jul-21,Y,,60.0002,-142.6123,46,60.0007,-142.6908,44,60.0005,-142.6517,46,60,-142.65,34,18,"1,273",116,8,8,98,7.87,745,59.9982,-142.60629,84,6.1853,78,7.864,32.25,,5.6604,,
"1,088",2021,20210841,SEY,4094,42,Fixed Hook,3A,210,Yakutat,Standard Grid,19-Jul-21,Y,,59.8515,-142.6333,91,59.8133,-142.633,95,59.8325,-142.6332,93,59.833,-142.633,82,15,"2,054",122,8,8,98,7.87,499,59.8522,-142.6412,168,5.8388,160,7.747,33.117,,4.6214,,
"1,089",2021,20210842,SEY,4085,43,Fixed Hook,3A,210,Yakutat,Standard Grid,19-Jul-21,Y,,59.6832,-142.6337,201,59.6427,-142.6332,239,59.663,-142.6335,219,59.667,-142.633,11,3,199,24,8,8,99,7.95,655,59.6877,-142.64149,362,4.5459,342,7.492,33.966,,1.0849,,
"1,090",2021,20210843,SEY,4086,44,Fixed Hook,3A,220,Yakutat,Standard Grid,19-Jul-21,Y,,59.6668,-142.9327,125,59.6663,-143.0073,106,59.6665,-142.97,114,59.667,-142.967,131,36,"2,550",288,8,8,99,7.95,816,59.6677,-142.91701,241,5.6506,232,7.577,33.819,,2.0829,,
"1,091",2021,20210844,SEY,4511,45,Fixed Hook,3A,210,Yakutat,Standard Grid,20-Jul-21,Y,,59.4823,-142.2997,122,59.5205,-142.3005,104,59.5013,-142.3002,109,59.5,-142.3,78,39,"1,870",236,8,8,98,7.87,504,59.4802,-142.30231,285,5.1282,278,7.539,33.87,,1.7051,,
"1,092",2021,20210845,SEY,4078,46,Fixed Hook,3A,210,Yakutat,Standard Grid,20-Jul-21,Y,,59.5177,-141.9662,100,59.48,-141.966,102,59.4988,-141.966,101,59.5,-141.967,36,3,664,20,8,8,98,7.87,638,59.5213,-141.96381,181,6.1046,172,7.612,33.492,,2.7596,,
"1,093",2021,20210846,SEY,4071,47,Fixed Hook,3A,210,Yakutat,Standard Grid,20-Jul-21,Y,,59.334,-141.93,117,59.3333,-142.0077,130,59.3337,-141.9688,122,59.333,-141.967,104,23,"1,883",155,8,8,99,7.95,807,59.3397,-142.00549,227,5.4311,226,7.55,33.852,,1.8804,,
"1,094",2021,20210847,SEY,4095,48,Fixed Hook,3A,220,Yakutat,Standard Grid,24-Jul-21,Y,,59.8332,-142.9338,99,59.8322,-143.0125,96,59.8327,-142.9732,97,59.833,-142.967,17,1,571,9,8,8,99,7.95,458,59.8335,-143.0182,174,6.0053,163,7.694,33.285,,3.7318,,
"1,095",2021,20210848,SEY,4101,49,Fixed Hook,3A,220,Yakutat,Standard Grid,24-Jul-21,Y,,59.9812,-142.9832,70,60.0172,-142.9823,55,59.9992,-142.9828,63,60,-142.983,5,3,269,21,8,8,100,8.03,571,59.9792,-142.9877,123,5.8547,123,7.827,32.496,,5.5186,,
"1,096",2021,20210849,SEY,4519,50,Fixed Hook,3A,220,Yakutat,Standard Grid,24-Jul-21,Y,,59.9995,-143.2602,63,60.0002,-143.3425,67,59.9998,-143.3013,65,60,-143.3,31,7,"1,080",48,8,8,99,7.95,720,60.0023,-143.25571,113,5.9349,109,7.824,32.435,,5.61,,
"1,097",2021,20210850,SEY,4096,51,Fixed Hook,3A,220,Yakutat,Standard Grid,25-Jul-21,Y,,59.8335,-143.2642,96,59.8345,-143.3392,142,59.834,-143.3017,122,59.833,-143.3,43,17,959,118,8,8,99,7.95,485,59.837,-143.34731,262,5.4055,247,7.553,33.857,,1.8709,,
"1,098",2021,20210851,SEY,4097,52,Fixed Hook,3A,220,Yakutat,Standard Grid,25-Jul-21,Y,,59.833,-143.5978,161,59.833,-143.6775,152,59.833,-143.6377,156,59.833,-143.633,9,1,297,6,8,8,98,7.87,647,59.8292,-143.59351,294,5.2338,285,7.53,33.875,,1.6921,,
"1,099",2021,20210852,SEY,4518,53,Fixed Hook,3A,220,Yakutat,Standard Grid,25-Jul-21,Y,,59.9918,-143.5998,96,59.99,-143.6858,86,59.9908,-143.6428,86,60,-143.633,43,10,"1,384",77,8,8,99,7.95,797,59.9883,-143.6935,155,5.6249,146,7.812,32.769,,5.5118,,
"1,100",2021,20210853,SEY,4087,54,Fixed Hook,3A,220,Yakutat,Standard Grid,26-Jul-21,N,DS,59.666,-143.2437,142,59.666,-143.3197,164,59.666,-143.2817,152,59.667,-143.283,54,0,"1,299",0,8,8,98,7.87,526,59.6628,-143.24699,254,5.0607,245,7.521,33.875,,1.7649,,
"1,101",2021,20210854,SEY,4088,55,Fixed Hook,3A,220,Yakutat,Standard Grid,26-Jul-21,N,DS,59.666,-143.5732,111,59.6658,-143.6448,77,59.6658,-143.609,87,59.667,-143.617,68,39,"1,663",275,8,8,99,7.95,683,59.6705,-143.5705,216,6.0037,215,7.597,33.673,,2.5922,,
"1,102",2021,20210855,SEY,4508,56,Fixed Hook,3A,220,Yakutat,Standard Grid,26-Jul-21,Y,,59.5003,-143.5758,238,59.4992,-143.6585,329,59.4998,-143.6172,233,59.5,-143.617,14,0,279,0,8,8,99,7.95,844,,,,,,,,,,,
"1,103",2021,20210856,SEY,4089,57,Fixed Hook,3A,220,Yakutat,Standard Grid,27-Jul-21,Y,,59.6488,-143.9508,80,59.6877,-143.9502,71,59.6683,-143.9505,73,59.667,-143.95,89,64,"2,000",466,8,8,98,7.87,470,59.645,-143.9558,144,5.6184,136,7.775,32.855,,4.924,,
"1,104",2021,20210857,SEY,4098,58,Fixed Hook,3A,220,Yakutat,Standard Grid,27-Jul-21,Y,,59.8372,-143.9305,55,59.8367,-144.0118,50,59.8368,-143.9712,52,59.833,-143.967,18,38,303,280,8,8,99,7.95,599,59.835,-143.931,102,6.0255,98,7.811,32.354,,5.5807,,
"1,105",2021,20210858,SEY,4099,59,Fixed Hook,3A,220,Yakutat,Standard Grid,27-Jul-21,Y,,59.8522,-144.2998,32,59.8125,-144.3008,40,59.8323,-144.3003,36,59.833,-144.3,13,33,301,175,8,8,99,7.95,718,59.852,-144.30569,57,7.0149,54,7.882,32.111,,5.5904,,
"1,106",2021,20210859,SEY,4090,60,Fixed Hook,3A,220,Yakutat,Standard Grid,28-Jul-21,Y,,59.6438,-144.2818,109,59.6823,-144.282,84,59.663,-144.2818,95,59.667,-144.283,35,16,711,113,8,8,98,7.87,483,59.6862,-144.283,150,5.566,138,7.813,32.637,,5.6185,,
"1,107",2021,20210860,SEY,4091,61,Fixed Hook,3A,220,Yakutat,Standard Grid,28-Jul-21,Y,,59.686,-144.6167,81,59.644,-144.6168,84,59.665,-144.6168,82,59.667,-144.617,16,7,318,45,8,8,99,7.95,636,59.6892,-144.6207,148,5.6474,141,7.828,32.617,,5.6009,,
"1,108",2021,20210876,STW,4118,79,Fixed Hook,3A,240,PWS,Standard Grid,20-Jul-21,Y,,59.6663,-147.5102,66,59.6667,-147.4813,65,59.6665,-147.4957,65,59.667,-147.55,10,8,188,69,8,8,101,8.11,462,59.6662,-147.51151,123,6.0722,108,7.905,32.24,,5.3942,,
"1,109",2021,20210877,STW,4117,80,Fixed Hook,3A,240,PWS,Standard Grid,20-Jul-21,Y,,59.6457,-147.2162,109,59.68,-147.2163,99,59.6628,-147.2162,104,59.667,-147.217,13,3,239,26,8,8,101,8.11,559,59.6407,-147.2218,196,5.5711,165,7.814,32.986,,4.7989,,
"1,110",2021,20210878,STW,4124,81,Fixed Hook,3A,240,PWS,Standard Grid,20-Jul-21,Y,,59.8532,-147.2168,84,59.8132,-147.2168,92,59.8332,-147.2168,89,59.833,-147.217,17,7,315,61,8,8,98,7.87,637,59.8132,-147.2213,159,5.7329,141,7.849,32.419,,5.0235,,
"1,111",2021,20210879,STW,4131,82,Fixed Hook,3A,240,PWS,Standard Grid,21-Jul-21,Y,,59.98,-147.1997,103,60.0163,-147.2002,104,59.9982,-147.2,102,60,-147.2,31,7,557,50,8,8,99,7.95,488,60.0142,-147.2002,188,5.738,151,7.845,32.44,,4.9804,,
"1,112",2021,20210880,STW,4130,83,Fixed Hook,3A,230,PWS,Standard Grid,21-Jul-21,Y,,59.9998,-146.834,76,60,-146.9053,84,59.9998,-146.8697,78,60,-146.867,7,5,135,38,8,8,99,7.95,572,,,,,,,,,,,
"1,113",2021,20210881,STW,4532,84,Fixed Hook,3A,230,PWS,Standard Grid,21-Jul-21,Y,,60.1608,-146.9567,169,60.1977,-146.9303,135,60.1792,-146.9435,144,60.167,-146.867,17,22,302,162,8,8,99,7.95,680,,,,,,,,,,,
"1,114",2021,20210882,STW,4538,85,Fixed Hook,3A,232,PWS,Standard Grid,22-Jul-21,Y,,60.3142,-146.8168,164,60.3557,-146.8168,157,60.335,-146.8168,157,60.334,-146.817,37,9,672,76,8,8,100,8.03,448,60.3295,-146.8223,293,5.6772,220,7.779,32.78,,4.4461,,
"1,115",2021,20210883,STW,4139,86,Fixed Hook,3A,232,PWS,Standard Grid,22-Jul-21,Y,,60.4783,-146.816,200,60.5163,-146.8163,232,60.4973,-146.8162,219,60.5,-146.817,56,6,"1,032",57,8,8,99,7.95,562,60.4743,-146.8132,360,5.6385,341,7.706,33.15,,3.6276,,
"1,116",2021,20210884,STW,4533,87,Fixed Hook,3A,230,PWS,Standard Grid,23-Jul-21,Y,,60.1663,-146.4915,67,60.1668,-146.5675,76,60.1665,-146.5295,72,60.167,-146.533,13,9,583,72,8,8,99,7.95,539,60.17,-146.571,141,5.9958,109,7.875,32.371,,5.004,,
"1,117",2021,20210885,STW,4129,88,Fixed Hook,3A,230,PWS,Standard Grid,23-Jul-21,Y,,60.0008,-146.4925,35,60,-146.5718,37,60.0005,-146.5322,36,60,-146.533,17,84,402,502,8,8,99,7.95,621,60.001,-146.5685,69,7.2687,57,8.008,32.021,,5.6599,,
"1,118",2021,20210886,STW,4128,89,Fixed Hook,3A,230,PWS,Standard Grid,23-Jul-21,Y,,60,-146.1587,37,60.0002,-146.234,34,60,-146.1963,34,60,-146.2,55,55,"1,476",430,8,8,99,7.95,688,59.9985,-146.23531,60,8.672,48,8.111,31.876,,6.0917,,
"1,119",2021,20210887,STW,4531,90,Fixed Hook,3A,230,PWS,Standard Grid,24-Jul-21,Y,,60.021,-145.8825,46,59.9817,-145.8832,45,60.0013,-145.8828,45,60,-145.883,40,48,899,368,8,8,99,7.95,423,59.9817,-145.88651,84,6.665,71,7.977,32.056,,5.4783,,
"1,120",2021,20210888,STW,4120,91,Fixed Hook,3A,230,PWS,Standard Grid,24-Jul-21,Y,,59.854,-145.8835,55,59.8153,-145.883,55,59.8347,-145.8832,56,59.833,-145.883,4,5,69,38,8,8,99,7.95,539,59.854,-145.87869,108,6.4464,93,7.983,32.273,,5.5767,,
"1,121",2021,20210889,STW,4121,92,Fixed Hook,3A,230,PWS,Standard Grid,24-Jul-21,Y,,59.8333,-146.1732,40,59.8333,-146.2483,32,59.8333,-146.2107,35,59.833,-146.217,10,30,282,238,8,8,99,7.95,645,59.8322,-146.1678,79,8.6564,65,8.088,31.828,,5.938,,
"1,122",2021,20210890,STW,4122,93,Fixed Hook,3A,230,PWS,Standard Grid,25-Jul-21,Y,,59.8532,-146.5497,39,59.8142,-146.5502,39,59.8337,-146.5498,38,59.833,-146.55,33,53,919,391,8,8,99,7.95,460,59.8172,-146.5527,71,7.5016,58,8.048,32.099,,5.9247,,
"1,123",2021,20210891,STW,4123,94,Fixed Hook,3A,240,PWS,Standard Grid,25-Jul-21,Y,,59.8332,-146.8408,39,59.8332,-146.9187,49,59.8332,-146.8798,42,59.833,-146.883,21,124,595,915,8,8,100,8.03,561,59.8362,-146.83881,77,6.6753,62,7.991,32.121,,5.6493,,
"1,124",2021,20210892,STW,4116,95,Fixed Hook,3A,240,PWS,Standard Grid,25-Jul-21,Y,,59.6668,-146.8415,54,59.6667,-146.92,64,59.6668,-146.8808,59,59.667,-146.883,2,1,49,8,8,8,100,8.03,650,59.6692,-146.83881,119,5.7032,106,7.883,32.639,,5.2218,,
"1,125",2021,20210950,DEV,4581,69,Fixed Hook,3A,261,Shelikof,Standard Grid,30-Jul-21,Y,,60.3508,-151.8497,22,60.3112,-151.8465,25,60.331,-151.8482,25,60.333,-151.85,0,0,0,0,8,8,98,7.87,430,,,,,,,,,,,
"1,126",2021,20210951,DEV,4579,70,Fixed Hook,3A,261,Shelikof,Standard Grid,30-Jul-21,Y,,60.1525,-151.851,24,60.1962,-151.8478,24,60.1743,-151.8495,22,60.166,-151.85,0,1,0,6,8,8,99,7.95,626,,,,,,,,,,,
"1,127",2021,20210952,DEV,4576,71,Fixed Hook,3A,261,Shelikof,Standard Grid,31-Jul-21,Y,,60,-152.5355,17,60.0048,-152.4537,19,60.0025,-152.4947,21,60,-152.517,12,9,245,78,8,8,98,7.87,438,59.9982,-152.53101,27,11.0119,20,8.106,29.488,,6.2782,,
"1,128",2021,20210953,DEV,4578,72,Fixed Hook,3A,261,Shelikof,Standard Grid,31-Jul-21,Y,,59.9767,-152.1857,41,60.0188,-152.1835,23,59.9978,-152.1845,37,60,-152.183,25,7,490,61,8,8,99,7.95,552,,,,,,,,,,,
"1,129",2021,20210954,DEV,4375,73,Fixed Hook,3A,261,Shelikof,Standard Grid,31-Jul-21,Y,,59.8168,-152.1815,27,59.8575,-152.1917,30,59.8372,-152.1865,28,59.833,-152.183,66,188,"1,021","1,501",8,8,99,7.95,663,,,,,,,,,,,
"1,130",2021,20210955,DEV,4374,74,Fixed Hook,3A,261,Shelikof,Standard Grid,1-Aug-21,Y,,59.6915,-152.4995,42,59.6522,-152.4987,42,59.6718,-152.4992,43,59.667,-152.5,89,38,"1,729",290,8,8,100,8.03,562,59.8072,-152.5087,37,10.9375,27,8.116,29.74,,6.282,,
"1,131",2021,20210956,DEV,4575,75,Fixed Hook,3A,261,Shelikof,Standard Grid,1-Aug-21,Y,,59.8458,-152.4972,21,59.807,-152.5058,20,59.8265,-152.5015,20,59.833,-152.5,20,17,575,121,8,8,100,8.03,419,59.6945,-152.5027,37,10.4178,34,8.133,30.4,,6.2826,,
"1,132",2021,20210957,DEV,4571,76,Fixed Hook,3A,261,Shelikof,Standard Grid,1-Aug-21,Y,,59.6482,-152.8165,18,59.693,-152.8185,20,59.6705,-152.8175,18,59.667,-152.817,53,20,"1,281",173,8,8,99,7.95,693,,,,,,,,,,,
"1,133",2021,20210958,DEV,4568,77,Fixed Hook,3A,261,Shelikof,Standard Grid,2-Aug-21,Y,,59.5008,-153.503,10,59.4987,-153.4225,12,59.4997,-153.4628,11,59.5,-153.462,3,3,42,19,8,8,98,7.87,428,59.4998,-153.4968,18,11.8549,10,8.139,29.958,,6.084,,
"1,134",2021,20210959,DEV,4569,78,Fixed Hook,3A,261,Shelikof,Standard Grid,2-Aug-21,Y,,59.5,-153.1895,18,59.4995,-153.1132,20,59.4997,-153.1513,18,59.5,-153.133,53,21,970,173,8,8,99,7.95,533,59.5002,-153.1888,31,10.5426,23,8.136,30.553,,6.3552,,
"1,135",2021,20210960,DEV,4369,79,Fixed Hook,3A,261,Shelikof,Standard Grid,2-Aug-21,Y,,59.3142,-153.1335,28,59.3543,-153.1357,26,59.3342,-153.1345,27,59.333,-153.133,21,16,386,123,8,8,99,7.95,624,59.3545,-153.1393,48,10.0572,38,8.141,30.766,,6.2671,,
"1,136",2021,20210961,DEV,4368,80,Fixed Hook,3A,261,Shelikof,Standard Grid,3-Aug-21,Y,,59.3137,-152.7988,46,59.351,-152.8007,40,59.3323,-152.7997,42,59.333,-152.8,19,74,362,504,8,8,98,7.87,436,,,,,,,,,,,
"1,137",2021,20210962,DEV,4373,81,Fixed Hook,3A,261,Shelikof,Standard Grid,3-Aug-21,Y,,59.4745,-152.8172,31,59.5118,-152.8163,27,59.4932,-152.8168,27,59.5,-152.817,54,47,971,340,8,8,100,8.03,566,59.5085,-152.81931,49,10.474,24,8.14,30.471,,6.3707,,
"1,138",2021,20210963,DEV,4372,82,Fixed Hook,3A,261,Shelikof,Standard Grid,3-Aug-21,Y,,59.4763,-152.4947,32,59.5168,-152.4797,29,59.4965,-152.4872,30,59.5,-152.483,75,110,"1,381",812,8,8,99,7.95,696,,,,,,,,,,,
"1,139",2021,20210964,DEV,4371,83,Fixed Hook,3A,261,Shelikof,Standard Grid,4-Aug-21,Y,,59.4793,-152.1512,24,59.514,-152.1498,21,59.4967,-152.1505,22,59.5,-152.15,53,109,975,887,8,8,98,7.87,432,59.5167,-152.146,40,10.2684,31,8.171,31.193,,6.2004,,
